#          lgT                    lgLx
-1.307272943409762078e+00 -4.932703936075271578e+00
-1.136411626494431504e+00 -4.657675832882494760e+00
-1.188380772737324120e+00 -4.673451239384459832e+00
-1.243610283938459071e+00 -4.709113652029556008e+00
-1.235083997537047562e+00 -4.611254126434238820e+00
-1.115831709888933432e+00 -4.302936694796929196e+00
-1.091053630002774222e+00 -4.290239491121356608e+00
-1.433040793336539664e+00 -5.142145394749207732e+00
-1.212197159561897664e+00 -4.644914151547913761e+00
-1.208892122374230826e+00 -4.678769947541823626e+00
-1.049356402804002997e+00 -4.379678284034718594e+00
-1.085443898640396254e+00 -4.314750541831839037e+00
-1.116333348886552335e+00 -4.469912045471441608e+00
-1.263997935986068244e+00 -4.752966528267067225e+00
-1.334708486360677293e+00 -4.825632632907495001e+00
-1.307705366756134913e+00 -4.756670475108955465e+00
-1.130167870749538395e+00 -4.385340043954984779e+00
-1.220760032490083802e+00 -4.782549326086777519e+00
-1.413625693182007703e+00 -5.034145062531335313e+00
-1.218010070549373491e+00 -4.666320023199995504e+00
-1.081470631086326240e+00 -4.174979480733681747e+00
-1.238981216598863400e+00 -4.588379282286383365e+00
-1.162034466308550007e+00 -4.519487399367512204e+00
-1.215724130442153772e+00 -4.582372331523622222e+00
-1.082622196049671581e+00 -4.340204437476883115e+00
-1.182949019710638705e+00 -4.446166677469482131e+00
-1.306335836486661961e+00 -4.850632618057098888e+00
-1.193224193717172366e+00 -4.549554609687811890e+00
-1.162351806522019970e+00 -4.196221416507618152e+00
-1.226134693211149651e+00 -4.643355345203560525e+00
-1.117732890482033836e+00 -4.313750388357027177e+00
-1.093874332997396337e+00 -4.117058249252528945e+00
-1.123804614909224009e+00 -4.544675758668412335e+00
-1.171316044803959899e+00 -4.439131299309290846e+00
-1.362452189431460292e+00 -5.059139186004366628e+00
-1.068783185273014968e+00 -4.387786472579469077e+00
-1.074939955409064618e+00 -4.395578927934925773e+00
-1.244707943224335089e+00 -4.599025753254434967e+00
-1.108662396452786192e+00 -4.267651705278240115e+00
-1.076625440375160947e+00 -4.255123034094217438e+00
-1.256224264489069986e+00 -4.808130652475687938e+00
-1.076197644849665513e+00 -4.433109750280073591e+00
-1.092821556844467246e+00 -4.103266420214519705e+00
-1.183206017807550303e+00 -4.399183242069947042e+00
-1.182301152913959985e+00 -4.624451860799841718e+00
-1.209931082002131397e+00 -4.361902912669799015e+00
-1.113392922687968856e+00 -4.514933938392883483e+00
-1.168172847001390791e+00 -4.564432367873838103e+00
-1.281573694583689083e+00 -4.744681984038762401e+00
-1.341263861453478645e+00 -5.111696172680904482e+00
-1.220533724361500649e+00 -4.880336178019726745e+00
-1.217523379981920284e+00 -4.749110310560419101e+00
-1.226713784168211197e+00 -4.497671560773063959e+00
-1.275099201624319223e+00 -4.656276178897908125e+00
-1.206831972471399395e+00 -4.596931932374755725e+00
-1.065872967028659968e+00 -4.377469265235077955e+00
-1.218048908521474516e+00 -4.643990191096108333e+00
-1.084294585259638843e+00 -4.424393028004988793e+00
-1.126867077745401069e+00 -4.597502572037470259e+00
-1.149277245642342571e+00 -4.264748236342368770e+00
-1.116806694309874448e+00 -4.334644614484348679e+00
-1.022938399458634740e+00 -4.211239950362860363e+00
-1.441201525174857556e+00 -5.456953647007999564e+00
-1.272470886355357544e+00 -4.649234832481927704e+00
-1.164205356158180660e+00 -4.535636221332564944e+00
-1.227478284434122102e+00 -4.744754412139194244e+00
-1.298682597411277451e+00 -4.773446648695298222e+00
-1.281927481507389777e+00 -4.762250417706971106e+00
-1.225367364965102235e+00 -4.662176180908828016e+00
-1.186709481483480655e+00 -4.406396192396726086e+00
-1.286332357244688751e+00 -4.913638825216087191e+00
-1.309415802212673618e+00 -4.955459647703699844e+00
-1.070576060666714069e+00 -3.837145588476482683e+00
-1.289966298865156569e+00 -4.794490571705465776e+00
-1.220206973445258969e+00 -4.760947542288246126e+00
-1.200190929042059818e+00 -4.674826686089834205e+00
-1.191574244595517529e+00 -4.613562648915781494e+00
-1.192325097736043338e+00 -4.661659249491254542e+00
-1.132847284039768532e+00 -4.365839751628568521e+00
-1.495006696925514245e+00 -5.405957978874948999e+00
-1.153333790392067071e+00 -4.370509110608797876e+00
-1.183815460276362197e+00 -4.470066891617203275e+00
-1.252838373101242908e+00 -4.420286784159251248e+00
-1.237267708389498067e+00 -4.691841487408220601e+00
-1.395334056972772352e+00 -5.169512608301513268e+00
-1.148273686934476956e+00 -4.534913694780582816e+00
-1.239255992517828364e+00 -4.626657041721324859e+00
-1.180654613631524574e+00 -4.176114752464306967e+00
-1.452747270983331340e+00 -5.235768467105149426e+00
-1.346453977154304926e+00 -5.036506906084606605e+00
-1.131409726238973290e+00 -4.642380392800314226e+00
-1.146379818571982456e+00 -4.434764258429115813e+00
-1.153532413538634449e+00 -4.420894567805804698e+00
-1.323688028221519319e+00 -4.806136860065914007e+00
-1.333316108869401662e+00 -4.537456914946798925e+00
-1.181612362942402461e+00 -4.539347852609360245e+00
-1.200716418019690312e+00 -4.641785827501400341e+00
-1.102264763521330959e+00 -4.350396100970701951e+00
-1.077983083212720627e+00 -4.480527162746975378e+00
-1.105113096554101615e+00 -4.425685789711707230e+00
-1.246229481659675731e+00 -4.713510600603222578e+00
-1.217644503492083308e+00 -4.750093237633598697e+00
-1.300738134294629367e+00 -4.647991450724151541e+00
-1.181670647534285079e+00 -4.694442461512618792e+00
-1.189251114447696933e+00 -4.530972835419026623e+00
-1.058658201216935213e+00 -4.356710087148216282e+00
-1.200225673724305109e+00 -4.716982911846461235e+00
-1.289222854610168056e+00 -4.782313318156880655e+00
-1.072447854515686805e+00 -4.489231804585076091e+00
-1.058318058433459052e+00 -4.242303356205321840e+00
-1.095487192165969903e+00 -4.401088382111185915e+00
-1.174514901396534139e+00 -4.413385747280885951e+00
-1.294772283432725102e+00 -4.745658308665241520e+00
-1.226959573223961764e+00 -4.379934350790120057e+00
-1.053097984733837755e+00 -4.277836252375009529e+00
-1.130754401046098367e+00 -4.241921060767452012e+00
-1.208726432374576332e+00 -4.531785715046158458e+00
-1.363086022558076760e+00 -4.991999122466808991e+00
-1.151923459788366522e+00 -4.195232133620340420e+00
-1.094038264202185307e+00 -4.379231132555603700e+00
-1.289499367934508145e+00 -4.930195698048164488e+00
-1.134093876802668710e+00 -4.205799238037449150e+00
-1.329365845832948034e+00 -4.906195274917147131e+00
-1.140041306051760461e+00 -4.498978349514772823e+00
-1.261464669826348750e+00 -4.540398347481713337e+00
-1.230138989459266918e+00 -4.796567140623084313e+00
-1.226949367307955452e+00 -4.465933363304642079e+00
-1.237629444031705495e+00 -4.710691755360769228e+00
-1.322259690113835928e+00 -4.752520020510162091e+00
-1.257027981280658846e+00 -4.785736156611057446e+00
-1.315460153485189077e+00 -4.831279086536194534e+00
-1.227221801942039114e+00 -4.771812234841386946e+00
-1.176883084148774516e+00 -4.456015597179862731e+00
-1.323378029517856103e+00 -4.814550716978989620e+00
-1.118156243612701939e+00 -4.425514427167062337e+00
-1.275713128408517694e+00 -4.812119341237992565e+00
-1.158149876627790453e+00 -4.331073005524146424e+00
-1.226168075950652803e+00 -4.933299792386281801e+00
-1.256495120934943976e+00 -4.810135836615214266e+00
-1.128999334928125764e+00 -4.520883048289751294e+00
-1.481158784096634484e+00 -5.199350451350721158e+00
-1.125851802446278915e+00 -4.612422149081044864e+00
-1.110384840517088634e+00 -4.319853146860210380e+00
-1.062593203998602132e+00 -4.406935165309207036e+00
-1.334647369692513852e+00 -4.979760320572244048e+00
-1.275355639484794246e+00 -4.747819819364877070e+00
-1.344972799777986339e+00 -5.147627213715117556e+00
-1.225818344456144793e+00 -4.540265990422962972e+00
-1.189372144221070737e+00 -4.433920156866384410e+00
-1.208908598975220183e+00 -4.469288894004403545e+00
-1.128118985901516602e+00 -4.490485693378539089e+00
-1.122025493504543947e+00 -4.447680884415084357e+00
-1.152152936719741616e+00 -4.333671169227757858e+00
-1.151471454600543787e+00 -4.772396238285832482e+00
-1.217223067038716078e+00 -4.672376881938379078e+00
-1.162280907590971024e+00 -4.469800709744045975e+00
-1.099227299531264190e+00 -4.419337804788281865e+00
-1.182183764985992758e+00 -4.523640218786708189e+00
-1.380249074458797187e+00 -4.901854021283687857e+00
-1.319250359615069979e+00 -4.838842886357837436e+00
-1.254407988984062472e+00 -4.511904374167440501e+00
-1.123994312492790693e+00 -4.524192543171289493e+00
-1.117997512122308690e+00 -4.277325025150264359e+00
-1.128277579377986672e+00 -4.395890598681859274e+00
-1.160484717114103059e+00 -4.567795824674186100e+00
-1.053512037885714347e+00 -4.026249678950955868e+00
-1.174070824221599807e+00 -4.506772221021580371e+00
-1.175336333328053096e+00 -4.399363093781428091e+00
-1.166367472144508310e+00 -4.588353552526520218e+00
-1.164435521004843599e+00 -4.429131282279374915e+00
-1.179277605428652898e+00 -4.387519833248739509e+00
-1.086023518039149316e+00 -4.557880085878811549e+00
-1.264233417128268977e+00 -4.843817743842727452e+00
-1.108039039833870198e+00 -4.363606418566196687e+00
-1.251646834484557047e+00 -4.814360625696737728e+00
-1.071897256445963453e+00 -4.302325901588923251e+00
-1.287379732951564160e+00 -4.940134280883284212e+00
-1.307806442463074426e+00 -4.675880063702235745e+00
-1.265111173815620438e+00 -4.781496845599111367e+00
-1.049619589023524702e+00 -4.488010101616171532e+00
-1.191439157481302358e+00 -4.555368101410616433e+00
-1.239783670713144659e+00 -4.677570469507515760e+00
-1.364820270739291574e+00 -5.153686224406043515e+00
-1.096185316065544368e+00 -4.467764368859827862e+00
-1.118352345436112172e+00 -4.656049789176564424e+00
-1.164342201878054039e+00 -4.691878045862827307e+00
-1.193414161429206199e+00 -4.462826702593233996e+00
-1.207508451180276499e+00 -4.618766596498279142e+00
-1.289925305195817051e+00 -4.699082871839854292e+00
-1.162007399471560065e+00 -4.512300727250554644e+00
-1.182048830185520094e+00 -4.188331258163153770e+00
-1.054695099966441507e+00 -4.268080004305465636e+00
-1.126154668950577697e+00 -4.346808120447745338e+00
-1.342200810582469428e+00 -5.134163457295046307e+00
-1.105860324841095865e+00 -4.318639274159507657e+00
-1.025671418153019543e+00 -4.153677898564091642e+00
-1.140790838655983297e+00 -4.599432434705878592e+00
-1.099689399218191754e+00 -4.325477257466303627e+00
-1.143819441250656377e+00 -4.297436111039943718e+00
-1.194263781707200378e+00 -4.484548774569661056e+00
-1.149870842031732288e+00 -4.210764032346345331e+00
-1.193929981880241353e+00 -4.363884769014065412e+00
-1.296307546817670797e+00 -4.835588054950166637e+00
-1.309003019166596227e+00 -4.961373207914252070e+00
-1.132850958554640020e+00 -4.485342634124735106e+00
-1.150336060905976510e+00 -4.467037929669313456e+00
-1.342570860918451237e+00 -5.063346722116921939e+00
-1.191670870692051798e+00 -4.696430936620688890e+00
-1.315783994221233488e+00 -4.631189017431622368e+00
-1.278329033583622154e+00 -4.695574970810431736e+00
-1.136130951755383700e+00 -4.409554290590830483e+00
-1.203359918851685917e+00 -4.326040439336207299e+00
-1.206900944475508553e+00 -4.304108172943474031e+00
-1.130258339361237985e+00 -4.384434895778843710e+00
-1.176696216673686290e+00 -4.655288765451203403e+00
-1.158306228612264732e+00 -4.497737587138864512e+00
-1.294398220235501551e+00 -4.561533885649776465e+00
-1.169846845662186441e+00 -4.241684871676073776e+00
-1.525211007394826401e+00 -5.354449978764996843e+00
-1.475418397353631450e+00 -5.425179328894124353e+00
-1.359721821885165216e+00 -4.983733174522743781e+00
-1.174760340927917257e+00 -4.304371309951060098e+00
-1.183951221414941690e+00 -4.499096193720474091e+00
-1.465892594214037503e+00 -5.279619955575713064e+00
-1.136547189922129331e+00 -4.324148774820378627e+00
-1.094382573500457978e+00 -4.212829670854717712e+00
-1.318203902744422340e+00 -4.859120890096403578e+00
-1.233652806406297708e+00 -4.785190797932858509e+00
-1.209794116135908704e+00 -4.492008117207074491e+00
-1.157242681412411267e+00 -4.352264450002201635e+00
-1.306262300795078435e+00 -4.937737185179260635e+00
-1.081036852087543743e+00 -4.175601808859903841e+00
-1.092319094570243010e+00 -4.061238613059803271e+00
-1.137550503550856851e+00 -4.499472073436362685e+00
-1.405716927591864618e+00 -4.970349200990694882e+00
-1.203648368504796728e+00 -4.602669278469300629e+00
-1.108476625317568409e+00 -4.282415545286013092e+00
-1.197031161783308040e+00 -4.673516472002826383e+00
-1.157263827276069135e+00 -4.464733812599440022e+00
-1.223728897104110702e+00 -4.622355635381182104e+00
-1.232491545392045307e+00 -4.602097061691529767e+00
-1.182235415750379381e+00 -4.530619120256703880e+00
-1.136386001960628445e+00 -4.503585719414601840e+00
-1.283855885556048682e+00 -4.916714229067718378e+00
-1.134692562024641527e+00 -4.479415230889278732e+00
-1.143206532029143574e+00 -4.447255866185019890e+00
-1.074847472678606808e+00 -4.349759983725677515e+00
-1.145814156406621098e+00 -4.319322396935489472e+00
-1.201915633368842107e+00 -4.589821804149141649e+00
-1.059800044295583499e+00 -4.418638749535242383e+00
-1.028759018972591921e+00 -4.338615851578181193e+00
-1.144974545524038545e+00 -4.536631014266923501e+00
-9.605357091521504742e-01 -4.223269322322471986e+00
-1.103039990920021030e+00 -4.644109320517442185e+00
-1.286343909398898866e+00 -4.836139771123787234e+00
-1.166056211296502276e+00 -4.252287195001859921e+00
-1.184901033254993852e+00 -4.535389561653219381e+00
-1.283516565582522917e+00 -4.819897179010991017e+00
-1.157763484275070365e+00 -4.394937243634817747e+00
-1.343660554766997750e+00 -4.911244354525281963e+00
-1.366552466320513526e+00 -4.798998821981163232e+00
-1.202782889073085393e+00 -4.375702934937453215e+00
-1.161171142441806747e+00 -4.345396663798830161e+00
-1.166269053936137778e+00 -4.530755108087957339e+00
-1.132405448688136307e+00 -4.409577375243648234e+00
-1.213460162112320218e+00 -4.629557128098307217e+00
-1.243105507009723665e+00 -4.919578573961669754e+00
-1.179542685365379429e+00 -4.850848274963304618e+00
-1.205328607938248364e+00 -4.517172080931369571e+00
-1.141054776192130138e+00 -4.661634494481072366e+00
-1.223629221250609023e+00 -4.645190597605936667e+00
-1.215397789995085853e+00 -4.651919448063548401e+00
-1.238903584927570689e+00 -4.234257944616792280e+00
-1.184861022479608117e+00 -4.579263498260234933e+00
-1.337621340927200198e+00 -4.855752128516567900e+00
-1.022866778106480412e+00 -4.194113872836067181e+00
-1.094715160522858888e+00 -4.353396071844383819e+00
-1.165804543565244211e+00 -4.769428365967827155e+00
-1.238002134370385754e+00 -4.681944277039929325e+00
-1.386112134891786196e+00 -5.011187735190175907e+00
-1.474470700121815359e+00 -5.275108219516982722e+00
-1.170723739904456107e+00 -4.501953269036843785e+00
-1.160479319702309109e+00 -4.666615406502490515e+00
-1.233022504012304621e+00 -4.637284389300596388e+00
-1.327390358390968528e+00 -4.508158774967936822e+00
-1.110464054780481824e+00 -4.496896737010448675e+00
-1.323297399541154551e+00 -4.752631864934382833e+00
-1.167390707789081938e+00 -4.607009424464202141e+00
-1.162241209336629444e+00 -4.531330903997196735e+00
-1.020622130707155462e+00 -4.163381757849675679e+00
-1.237009440274233096e+00 -4.854277335965239359e+00
-1.084641404972230827e+00 -4.376399683791564854e+00
-1.503324823200984817e+00 -5.427652757381167703e+00
-1.222516194737983453e+00 -4.624748321833781262e+00
-1.284719034028512175e+00 -4.831520030842787250e+00
-1.121485781523493541e+00 -4.302494150700492348e+00
-1.168924720120340766e+00 -4.480593917955868477e+00
-1.259641540877844523e+00 -4.636444282096773506e+00
-1.026424605579640881e+00 -4.395467225577386117e+00
-1.250228120234526674e+00 -4.584112148019503508e+00
-1.104884272156255509e+00 -4.280877826691944499e+00
-1.065675933874024928e+00 -4.335112582911455625e+00
-1.139224350970362121e+00 -4.517927653837737978e+00
-1.169520288142356534e+00 -4.360115015882419343e+00
-1.117925567655170260e+00 -4.126712257204852463e+00
-1.130609157774898010e+00 -4.447747358142355445e+00
-1.262192196005994527e+00 -4.787596240984403728e+00
-1.207912672663745690e+00 -4.562930428539503147e+00
-9.673809147453609203e-01 -4.409857301759290138e+00
-1.185105776028471558e+00 -4.492560013297565824e+00
-1.205526869275785007e+00 -4.557156075376722626e+00
-1.156454558015821643e+00 -4.300478437611077176e+00
-1.501725159334250881e+00 -5.557568911029576952e+00
-1.172466657457809314e+00 -4.544438789742043738e+00
-1.161266323523128863e+00 -4.367335296632281150e+00
-1.406690617322238213e+00 -5.260115791804320651e+00
-1.182506957725611318e+00 -4.429644768161997703e+00
-1.069229765018265388e+00 -4.527177999823329912e+00
-1.134488849477712336e+00 -4.509963478685586225e+00
-1.213142275207210297e+00 -4.395490632613904047e+00
-1.391762681098857701e+00 -5.020360576063930935e+00
-1.143216048739324142e+00 -4.505549200015498634e+00
-1.297759669951662920e+00 -4.843707452934474134e+00
-1.200645750923689858e+00 -4.430815159792473423e+00
-9.940339098989856570e-01 -4.317466103477823225e+00
-1.327522769277007075e+00 -4.943297784198748879e+00
-1.080842342759027019e+00 -4.188032862789861532e+00
-1.178400418178046527e+00 -4.485041860216743892e+00
-1.217593154294462243e+00 -4.730102795118177994e+00
-1.301167614861372446e+00 -4.690095025094118242e+00
-1.409736109275224747e+00 -5.163613162536504930e+00
-1.254380549838583603e+00 -4.764050923869757703e+00
-1.384568627363265358e+00 -5.048430143650246116e+00
-1.125914949788111130e+00 -4.338461288801016558e+00
-1.295059244183824010e+00 -4.982956080160100498e+00
-1.095309560300229856e+00 -4.347684352345192238e+00
-1.280597772838881543e+00 -4.782924494628079337e+00
-1.110226111518662018e+00 -4.465263253662178577e+00
-1.185202582991760512e+00 -4.605674174888136463e+00
-1.548954419800719462e+00 -5.434967511420577324e+00
-1.074333808499895904e+00 -4.510045188227864266e+00
-1.201277248544357468e+00 -4.664066453615525631e+00
-1.124944302897556092e+00 -4.346090062045153246e+00
-1.158568542058096673e+00 -4.566260550054192180e+00
-1.034408420346176527e+00 -4.362297422773727895e+00
-1.042828688855051755e+00 -4.265754580421067033e+00
-1.221754294551292697e+00 -4.549397657830351882e+00
-1.134686231834040049e+00 -4.541441181603786070e+00
-1.145657962316098510e+00 -4.316954850445292813e+00
-1.225381166581517967e+00 -4.559878676796578212e+00
-1.117757304396912454e+00 -4.231974550344094865e+00
-1.129285177846478305e+00 -4.554497865352718833e+00
-1.240100257972782227e+00 -4.811868017848560442e+00
-1.384654499061520383e+00 -5.067289720903634276e+00
-1.130255393593552649e+00 -4.495635726692182921e+00
-1.266223709187580537e+00 -4.716297546436237553e+00
-1.272546006525188567e+00 -4.402030398918251208e+00
-1.115104413487673307e+00 -4.490995369081125510e+00
-1.447884890584688167e+00 -5.566539394145824104e+00
-1.241708421615233870e+00 -4.768250780935122890e+00
-1.241038437847478804e+00 -4.698130860913926732e+00
-1.257512305593601054e+00 -4.693086490775982611e+00
-1.530780267707370745e+00 -5.568930701845009601e+00
-1.048403062030615285e+00 -4.340009028904979083e+00
-1.013846645957221071e+00 -4.467340984712543595e+00
-1.132583337458765049e+00 -4.758139419735842424e+00
-1.149950247284385663e+00 -4.565678668123064554e+00
-1.187700923441974865e+00 -4.380660558219587664e+00
-9.811373115102460796e-01 -4.282902677161397165e+00
-1.261332493055060011e+00 -4.521261954971282471e+00
-1.135503949332456131e+00 -4.552053633616509387e+00
-1.147888967799401527e+00 -4.533054077147565586e+00
-1.133846311565354092e+00 -4.372381047823763467e+00
-9.809901351321629326e-01 -4.135269077744382571e+00
-1.315404617942542709e+00 -4.695767081288020783e+00
-1.368542871590792576e+00 -4.995725016042318778e+00
-1.264964386462205992e+00 -4.710189092445721037e+00
-1.166867836229226851e+00 -4.394994026954659461e+00
-1.237991411803011310e+00 -4.181763687921622896e+00
-1.197188295943647063e+00 -4.261155149792315910e+00
-1.417132131675147511e+00 -5.349790478319486731e+00
-1.460966224761339527e+00 -5.108654044444555176e+00
-1.172447313316047124e+00 -4.144560471298307291e+00
-1.116669334582331086e+00 -4.582427277409098387e+00
-1.360363832383931548e+00 -5.061797706916060235e+00
-1.155502030370272548e+00 -4.431997178258371584e+00
-1.247280383794376224e+00 -4.711475254878619623e+00
-1.260167667778923084e+00 -4.507781603194042752e+00
-1.134661937298280465e+00 -4.538945693776212487e+00
-1.097757737833931158e+00 -4.166030453729407945e+00
-1.181651201225200953e+00 -4.415622291055545823e+00
-1.112823108671428862e+00 -4.379104614763566161e+00
-1.172910829212158612e+00 -4.460443926224741062e+00
-1.220637875610274481e+00 -4.345725290651148320e+00
-1.244714243428787892e+00 -4.416151422293869366e+00
-1.289203042915452180e+00 -4.862222874289684249e+00
-1.196721200572320676e+00 -4.595363883168733565e+00
-1.193526063931954262e+00 -4.544774029996660580e+00
-1.403067598887291600e+00 -5.110633860882091817e+00
-1.228003896681141072e+00 -4.667969985146898537e+00
-1.111452267913924707e+00 -4.130589635466128229e+00
-1.184423573148870590e+00 -4.473106958330107297e+00
-1.135483153749148544e+00 -4.337830216996334975e+00
-1.225784596584860164e+00 -4.861422102500014830e+00
-1.207043481095065207e+00 -4.348144346415134365e+00
-1.185529894568528197e+00 -4.344505492988476547e+00
-1.087287837893533338e+00 -4.209600253901351508e+00
-1.152796624064642561e+00 -4.559954078604250505e+00
-1.581208737153595889e+00 -5.521392638014602561e+00
-1.396348197184691831e+00 -4.796791216186936602e+00
-1.278172471897546014e+00 -4.925699788233492527e+00
-1.199522801802614724e+00 -4.704531241820331111e+00
-1.047865400134500025e+00 -4.352387648260875430e+00
-1.106822323808489550e+00 -4.553767875489978856e+00
-1.029162788291422270e+00 -4.418690954829592066e+00
-1.129842161615846496e+00 -4.560368954710087408e+00
-1.224418865601988538e+00 -4.728715601111100675e+00
-1.191398717882122815e+00 -4.501229440420260630e+00
-1.161641491123651004e+00 -4.402315960535688966e+00
-1.157756994803162076e+00 -4.552153190110156622e+00
-1.100672717333639472e+00 -4.407024983968531373e+00
-1.021055037376910724e+00 -4.171808715684032443e+00
-9.745382972385587816e-01 -4.111223115822816077e+00
-1.218143646380566159e+00 -4.802007713723870808e+00
-1.346377458414636186e+00 -4.921462406086020813e+00
-1.411481062805621800e+00 -5.279059352609666078e+00
-1.210052683266784390e+00 -4.589821703038623468e+00
-1.074278062076674756e+00 -4.247288646078803076e+00
-1.198172645533829073e+00 -4.604730613906443892e+00
-1.161500324720879496e+00 -4.763471401804688199e+00
-1.070828685494312316e+00 -4.334281616139179505e+00
-1.110287456565786091e+00 -4.393899266160888217e+00
-1.257295442854138745e+00 -4.613865144708544364e+00
-1.396450536280476662e+00 -5.302674866390038488e+00
-1.091440921194558600e+00 -4.320259841821184388e+00
-1.506154643419819417e+00 -5.169237352841297373e+00
-1.249549599858692961e+00 -4.762510353653278017e+00
-1.101596783211251429e+00 -4.553575643870830802e+00
-1.243410406313870453e+00 -4.664119237976170673e+00
-1.003254584448297404e+00 -4.440257747307955860e+00
-1.172233191671085084e+00 -4.620511042213953701e+00
-1.247584419419382584e+00 -4.649550042504104752e+00
-1.159017819264020366e+00 -4.473589182992930624e+00
-1.492547409181586016e+00 -5.224299763952514830e+00
-1.175623128328084910e+00 -4.257912506599045521e+00
-1.158407005909187992e+00 -4.551908383539097436e+00
-1.055380423292937131e+00 -4.495907568208707517e+00
-1.181763445905836152e+00 -4.604246969217197005e+00
-1.155146589491694575e+00 -4.530438167578124009e+00
-1.139250936640491485e+00 -4.446349281472881110e+00
-1.232583559514552451e+00 -4.748454558942817094e+00
-1.109568116534256133e+00 -4.336196342965890516e+00
-1.098271961539438069e+00 -4.447720030679532144e+00
-1.098965586276142714e+00 -4.404481352064557598e+00
-1.102317311041539183e+00 -4.147050031133951542e+00
-1.377350482654354558e+00 -5.166918426271658760e+00
-1.096611951032448573e+00 -4.403138251579222562e+00
-1.396641081738426937e+00 -5.086655650710231846e+00
-1.009627214222556857e+00 -4.392990981526754268e+00
-1.294167760650359877e+00 -4.852161042763714960e+00
-1.185445689674285097e+00 -4.449848583992231710e+00
-1.269310749610903288e+00 -4.695325107911257234e+00
-1.039633603634405157e+00 -4.149103884186224889e+00
-1.118761364956947446e+00 -4.621788287294291031e+00
-1.210678375423301478e+00 -4.531267896032884934e+00
-1.180423666180245634e+00 -4.481658837061166523e+00
-1.204393449363668100e+00 -4.707394917633471287e+00
-1.146105617783538699e+00 -4.601637296052563997e+00
-1.095275978962887420e+00 -4.486585021216384028e+00
-1.137098027779239962e+00 -4.640169682466352974e+00
-1.255945260061209101e+00 -4.785622272320753545e+00
-1.223189310820341102e+00 -4.813771654247982923e+00
-1.212418242882667085e+00 -4.707948207104680982e+00
-1.421547430862159178e+00 -5.167903802186210704e+00
-1.402164448407137831e+00 -5.078322977476882549e+00
-1.248371672636948260e+00 -4.836332699646416877e+00
-1.163195708083847979e+00 -4.576730882886877794e+00
-1.254734401246364817e+00 -4.793294202046488373e+00
-1.213147146873927662e+00 -4.782295580843098470e+00
-1.063767056109897080e+00 -4.308412397531961702e+00
-1.379828054000152848e+00 -4.951569261669406252e+00
-1.202772529599431817e+00 -4.599909897004151205e+00
-1.165197263360389979e+00 -4.423536931964857644e+00
-1.202852694005532408e+00 -4.476838972720432963e+00
-1.086558955507075597e+00 -4.472086516911297771e+00
-1.460656806039628997e+00 -5.533380400527303955e+00
-1.406413302268066712e+00 -5.123579838022336297e+00
-1.434782992755126108e+00 -5.046532268281957556e+00
-1.291431145837105277e+00 -4.872439009142000899e+00
-1.304578358465980692e+00 -4.755419302610998322e+00
-1.170512532132591543e+00 -4.490719934714624273e+00
-1.317199101858089305e+00 -4.874881436866134621e+00
-1.266328338097780337e+00 -4.753034786490674790e+00
-1.201709635704173440e+00 -4.481901257470023658e+00
-1.173454888919330585e+00 -4.603596100057835372e+00
-1.057259726680855216e+00 -4.382167126944036539e+00
-1.160667667016810789e+00 -4.638224721779791615e+00
-1.029097430053923290e+00 -4.348747706041939942e+00
-1.066656352486534232e+00 -4.057464860218597202e+00
-1.081188384016862347e+00 -4.332397615518688738e+00
-1.302400913064805321e+00 -4.914457368785332569e+00
-1.129012946177945897e+00 -4.599859249781552251e+00
-1.149215881793396621e+00 -4.305679403798685634e+00
-1.201132909894009337e+00 -4.620439986178354275e+00
-1.128841779024738923e+00 -4.419044326380371146e+00
-1.146836907182451792e+00 -4.514592015062238062e+00
-1.314946862712867315e+00 -4.753993200736555735e+00
-1.120207776356869411e+00 -4.346639708297442617e+00
-1.118245768800136819e+00 -4.528333662640155133e+00
-1.289069164567164361e+00 -4.893920874473132621e+00
-1.128301559552206124e+00 -4.212759757691203255e+00
-1.126519577108971548e+00 -4.335445632444678843e+00
-1.222964610221825676e+00 -4.656293833533911908e+00
-1.157941768087104917e+00 -4.634345718415619153e+00
-1.155361092166542702e+00 -4.481306858280027505e+00
-1.076915797746117454e+00 -4.288845173975230907e+00
-1.198063077901716733e+00 -4.339855266746491580e+00
-1.195811868452572257e+00 -4.537085507295888220e+00
-1.200886037563351882e+00 -4.429038755310920727e+00
-1.179491507427247621e+00 -4.499005592712943091e+00
-1.192346367149323960e+00 -4.801640848778206738e+00
-1.201872188655451312e+00 -4.436323018772132087e+00
-1.155526563807431240e+00 -4.227842613542203587e+00
-1.084904344773337304e+00 -4.255118547028853726e+00
-1.253081916838827858e+00 -4.440874117147277644e+00
-1.116814218079090981e+00 -4.415023931262959778e+00
-1.210443406801083643e+00 -4.567324850322089347e+00
-1.354510422433573558e+00 -5.172804265978871108e+00
-1.288024090833944868e+00 -4.486080393587111637e+00
-1.336499593488229998e+00 -4.959923873149015172e+00
-1.515868226378997985e+00 -5.464056273224113802e+00
-1.217418144440189476e+00 -4.505661223396649540e+00
-1.318517980086665098e+00 -5.035037773725941967e+00
-1.118621818397175671e+00 -4.401279196849032793e+00
-1.081346936626770727e+00 -4.308237430044180805e+00
-1.396541178712698006e+00 -4.891212120081559256e+00
-1.197813854035952419e+00 -4.321191268986003031e+00
-1.263027762229538942e+00 -4.578955312566244551e+00
